bnr,name,datum,ecoli,entero,temp_c,sicht_m
1,"Ruhlsdorf, Strand, Bernsteinsee",2026-05-05,15.0,15.0,17.4,2.5
1,"Ruhlsdorf, Strand, Bernsteinsee",2026-06-02,15.0,15.0,21.7,2.0
1,"Ruhlsdorf, Strand, Bernsteinsee",2026-06-30,61.0,15.0,26.5,3.0
2,"Tiefensee, Waldkiez Tiefensee, Gamensee",2026-05-06,15.0,46.0,15.9,2.0
2,"Tiefensee, Waldkiez Tiefensee, Gamensee",2026-06-04,15.0,15.0,20.7,2.0
2,"Tiefensee, Waldkiez Tiefensee, Gamensee",2026-07-02,61.0,15.0,24.6,2.0
3,"Schönwalde, Badewiese am Campingplatz, Gorinsee",2026-05-05,15.0,15.0,19.7,1.5
3,"Schönwalde, Badewiese am Campingplatz, Gorinsee",2026-06-02,15.0,15.0,24.1,1.5
3,"Schönwalde, Badewiese am Campingplatz, Gorinsee",2026-06-30,15.0,15.0,28.8,1.5
4,"Joachimsthal, Feriendorf, Grimnitzsee",2026-05-04,15.0,15.0,16.7,3.0
4,"Joachimsthal, Feriendorf, Grimnitzsee",2026-06-01,15.0,15.0,20.7,2.0
4,"Joachimsthal, Feriendorf, Grimnitzsee",2026-06-29,15.0,15.0,27.8,2.0
5,"Joachimsthal, Liegewiese, Grimnitzsee",2026-05-04,15.0,15.0,15.8,2.5
5,"Joachimsthal, Liegewiese, Grimnitzsee",2026-06-01,15.0,15.0,,2.0
5,"Joachimsthal, Liegewiese, Grimnitzsee",2026-06-29,15.0,15.0,27.3,2.0
6,"Biesenthal, Strandbad, Großer Wukensee",2026-05-05,30.0,15.0,18.3,4.0
6,"Biesenthal, Strandbad, Großer Wukensee",2026-06-02,77.0,15.0,22.2,4.5
6,"Biesenthal, Strandbad, Großer Wukensee",2026-06-30,179.0,15.0,26.9,3.8
7,"Lanke, Waldbad, Liepnitzsee",2026-05-05,15.0,15.0,16.5,3.0
7,"Lanke, Waldbad, Liepnitzsee",2026-06-02,46.0,15.0,21.9,4.0
7,"Lanke, Waldbad, Liepnitzsee",2026-06-30,347.0,15.0,26.8,5.0
8,"Lanke, Badewiese, Obersee",2026-05-05,15.0,15.0,18.0,3.7
8,"Lanke, Badewiese, Obersee",2026-06-02,15.0,15.0,21.4,3.0
8,"Lanke, Badewiese, Obersee",2026-06-30,110.0,15.0,26.8,2.0
9,"Brodowin/Pehlitz, Campingplatz ""Pehlitz/Werder"", Parsteiner See",2026-05-06,15.0,15.0,15.9,2.5
9,"Brodowin/Pehlitz, Campingplatz ""Pehlitz/Werder"", Parsteiner See",2026-06-04,15.0,15.0,21.0,4.0
9,"Brodowin/Pehlitz, Campingplatz ""Pehlitz/Werder"", Parsteiner See",2026-07-02,15.0,15.0,25.4,4.0
10,"Parstein, Campingplatz ""Am Parsteiner See"", Parsteiner See",2026-05-06,15.0,15.0,15.0,3.0
10,"Parstein, Campingplatz ""Am Parsteiner See"", Parsteiner See",2026-06-04,15.0,15.0,20.7,4.0
10,"Parstein, Campingplatz ""Am Parsteiner See"", Parsteiner See",2026-07-02,77.0,127.0,25.0,4.0
11,"Stolzenhagen, Strandbad, Stolzenhagener See",2026-05-05,15.0,15.0,17.1,3.0
11,"Stolzenhagen, Strandbad, Stolzenhagener See",2026-06-02,15.0,15.0,21.7,3.0
11,"Stolzenhagen, Strandbad, Stolzenhagener See",2026-06-30,197.0,15.0,28.0,3.0
12,"Finowfurt, Ferienpark ""Üdersee-Camp"", Üdersee",2026-05-04,15.0,15.0,16.2,3.0
12,"Finowfurt, Ferienpark ""Üdersee-Camp"", Üdersee",2026-06-01,15.0,15.0,20.5,3.0
12,"Finowfurt, Ferienpark ""Üdersee-Camp"", Üdersee",2026-06-29,15.0,15.0,27.5,4.0
13,"Wandlitz, Strandbad, Wandlitzsee",2026-05-05,15.0,15.0,16.2,2.1
13,"Wandlitz, Strandbad, Wandlitzsee",2026-06-02,15.0,15.0,22.3,1.5
13,"Wandlitz, Strandbad, Wandlitzsee",2026-06-30,332.0,77.0,26.4,2.5
14,"Eichhorst, BEROLINA Campingparadies am Werbellinsee, Werbellinsee",2026-05-04,15.0,15.0,12.6,3.0
14,"Eichhorst, BEROLINA Campingparadies am Werbellinsee, Werbellinsee",2026-06-01,15.0,15.0,21.3,3.0
14,"Eichhorst, BEROLINA Campingparadies am Werbellinsee, Werbellinsee",2026-06-29,94.0,15.0,26.5,4.0
15,"Joachimsthal, Campingplatz ""Am Spring"", Werbellinsee",2026-05-04,15.0,15.0,12.7,3.0
15,"Joachimsthal, Campingplatz ""Am Spring"", Werbellinsee",2026-06-01,15.0,15.0,19.6,3.0
15,"Joachimsthal, Campingplatz ""Am Spring"", Werbellinsee",2026-06-29,15.0,15.0,26.6,4.0
16,"Joachimsthal, Liegewiese am Stein, Werbellinsee",2026-05-04,15.0,15.0,14.9,3.0
16,"Joachimsthal, Liegewiese am Stein, Werbellinsee",2026-06-29,15.0,15.0,25.0,4.0
17,"Joachimsthal, EJB / seezeit-resort, Werbellinsee",2026-05-04,15.0,15.0,16.0,3.5
17,"Joachimsthal, EJB / seezeit-resort, Werbellinsee",2026-06-01,15.0,15.0,20.8,3.0
17,"Joachimsthal, EJB / seezeit-resort, Werbellinsee",2026-06-29,161.0,15.0,25.8,4.0
18,"Joachimsthal, Holzablage Michen, Werbellinsee",2026-05-04,15.0,15.0,14.4,3.0
18,"Joachimsthal, Holzablage Michen, Werbellinsee",2026-06-01,15.0,15.0,19.9,3.0
18,"Joachimsthal, Holzablage Michen, Werbellinsee",2026-06-29,15.0,15.0,25.5,4.0
19,"Massowburg, Beetzsee",2026-05-04,15.0,144.0,16.3,0.8
19,"Massowburg, Beetzsee",2026-06-01,30.0,77.0,21.2,0.6
19,"Massowburg, Beetzsee",2026-06-29,94.0,61.0,27.4,0.2
20,"Malge, Breitlingsee",2026-05-04,15.0,15.0,17.5,1.0
20,"Malge, Breitlingsee",2026-06-01,15.0,15.0,21.7,0.8
20,"Malge, Breitlingsee",2026-06-29,15.0,15.0,27.5,0.8
21,"Wendseeufer, Großer Wendsee",2026-05-04,15.0,15.0,18.6,1.2
21,"Wendseeufer, Großer Wendsee",2026-06-01,15.0,15.0,21.8,1.0
21,"Wendseeufer, Großer Wendsee",2026-06-29,179.0,61.0,28.5,
22,"Brandenburg an der Havel OT Kirchmöser, Arke, Möserscher See",2026-05-04,61.0,15.0,18.3,1.2
22,"Brandenburg an der Havel OT Kirchmöser, Arke, Möserscher See",2026-06-01,15.0,15.0,21.9,1.0
22,"Brandenburg an der Havel OT Kirchmöser, Arke, Möserscher See",2026-06-29,144.0,15.0,27.7,0.1
23,"Camping- und Ferienpark am Plauer See, Plauer See",2026-05-04,15.0,15.0,17.8,1.4
23,"Camping- und Ferienpark am Plauer See, Plauer See",2026-06-01,110.0,15.0,22.1,1.4
23,"Camping- und Ferienpark am Plauer See, Plauer See",2026-06-29,504.0,15.0,27.7,0.1
24,"Hauptteich, Badesee Bad Erna, Schönborn OT Lindena",2026-05-06,30.0,,18.0,1.5
24,"Hauptteich, Badesee Bad Erna, Schönborn OT Lindena",2026-06-03,15.0,15.0,22.6,2.0
24,"Hauptteich, Badesee Bad Erna, Schönborn OT Lindena",2026-07-01,15.0,15.0,26.0,1.2
25,"Rückersdorf, Hauptstrand, Badesee Rückersdorf",2026-05-06,15.0,30.0,18.0,2.0
25,"Rückersdorf, Hauptstrand, Badesee Rückersdorf",2026-06-03,15.0,15.0,23.0,2.0
25,"Rückersdorf, Hauptstrand, Badesee Rückersdorf",2026-07-01,15.0,61.0,26.1,2.0
26,"Am Rettungsturm, Waldbad Zeischa",2026-05-06,15.0,15.0,17.2,2.0
26,"Am Rettungsturm, Waldbad Zeischa",2026-06-02,15.0,15.0,22.3,2.0
26,"Am Rettungsturm, Waldbad Zeischa",2026-06-30,30.0,15.0,26.6,2.0
27,"Strandbereich Gorden, Grünewalder Lauch",2026-05-06,15.0,15.0,17.1,2.0
27,"Strandbereich Gorden, Grünewalder Lauch",2026-06-03,15.0,15.0,21.6,2.5
27,"Strandbereich Gorden, Grünewalder Lauch",2026-07-01,15.0,15.0,25.0,2.0
28,"Oststrand, Uferbereich, Falkenberg ""Kiebitz""",2026-05-06,30.0,15.0,17.6,3.0
28,"Oststrand, Uferbereich, Falkenberg ""Kiebitz""",2026-06-02,15.0,15.0,22.1,2.0
28,"Oststrand, Uferbereich, Falkenberg ""Kiebitz""",2026-06-30,197.0,30.0,27.2,2.0
31,"Air force Beach, Badesee Brandis",2026-05-06,15.0,15.0,18.1,2.0
31,"Air force Beach, Badesee Brandis",2026-06-02,15.0,15.0,23.4,2.0
31,"Air force Beach, Badesee Brandis",2026-06-30,94.0,30.0,27.7,2.0
35,"Ketzin/Havel, Ketziner Havelstrand, Havel",2026-05-04,15.0,15.0,19.5,1.5
35,"Ketzin/Havel, Ketziner Havelstrand, Havel",2026-06-01,15.0,15.0,22.2,2.0
35,"Ketzin/Havel, Ketziner Havelstrand, Havel",2026-06-29,195.0,15.0,27.3,1.1
36,"Hohennauen, Hohennauener See",2026-05-05,15.0,15.0,17.7,1.2
36,"Hohennauen, Hohennauener See",2026-06-02,15.0,15.0,22.8,1.8
36,"Hohennauen, Hohennauener See",2026-06-30,15.0,15.0,27.3,1.5
37,"Semlin, Bauerndeich, Hohennauener See",2026-05-05,15.0,15.0,18.0,1.2
37,"Semlin, Bauerndeich, Hohennauener See",2026-06-02,30.0,15.0,21.9,1.4
37,"Semlin, Bauerndeich, Hohennauener See",2026-06-30,655.0,15.0,26.2,1.0
38,"Ferchesar, Dranseschlucht, Hohennauener See (Ferchesarer See)",2026-05-05,15.0,15.0,17.9,1.8
38,"Ferchesar, Dranseschlucht, Hohennauener See (Ferchesarer See)",2026-06-02,161.0,591.0,,0.9
38,"Ferchesar, Dranseschlucht, Hohennauener See (Ferchesarer See)",2026-06-30,15.0,15.0,25.9,1.0
39,"Wassersuppe, Hohennauener See",2026-05-05,15.0,15.0,17.7,1.2
39,"Wassersuppe, Hohennauener See",2026-06-02,77.0,15.0,22.9,1.2
39,"Wassersuppe, Hohennauener See",2026-06-30,15.0,15.0,26.7,1.5
40,"Ferchesar, Zeltplatz, Hohennauener See (Ferchesarer See)",2026-05-05,15.0,15.0,17.9,1.8
40,"Ferchesar, Zeltplatz, Hohennauener See (Ferchesarer See)",2026-06-02,46.0,15.0,22.3,0.8
40,"Ferchesar, Zeltplatz, Hohennauener See (Ferchesarer See)",2026-06-30,15.0,15.0,25.6,0.9
41,"Kleßen, Kleßener See",2026-05-05,15.0,15.0,18.3,2.0
41,"Kleßen, Kleßener See",2026-06-02,15.0,127.0,24.2,2.0
41,"Kleßen, Kleßener See",2026-06-30,15.0,15.0,27.2,1.8
42,"Brieselang, Nymphensee",2026-05-04,177.0,15.0,19.6,3.0
42,"Brieselang, Nymphensee",2026-06-01,30.0,15.0,22.6,2.0
42,"Brieselang, Nymphensee",2026-06-29,61.0,15.0,27.9,2.0
43,"Briesensee, Briesener See",2026-05-04,15.0,15.0,18.4,1.5
43,"Briesensee, Briesener See",2026-06-01,15.0,15.0,22.7,1.5
43,"Briesensee, Briesener See",2026-06-29,15.0,15.0,28.7,1.5
44,"KiEZ ""Frauensee"", Gräbendorf, Frauensee",2026-05-04,30.0,15.0,18.4,1.1
44,"KiEZ ""Frauensee"", Gräbendorf, Frauensee",2026-06-01,15.0,15.0,22.4,0.7
44,"KiEZ ""Frauensee"", Gräbendorf, Frauensee",2026-06-29,77.0,30.0,27.0,0.6
46,"Groß Leuthen, Groß Leuthener See",2026-05-04,15.0,15.0,18.8,1.5
46,"Groß Leuthen, Groß Leuthener See",2026-06-01,30.0,15.0,22.0,1.7
46,"Groß Leuthen, Groß Leuthener See",2026-06-29,15.0,15.0,25.9,1.0
47,"Bestensee, Großer Tonteich (Körbiskruger Tonsee)",2026-05-04,30.0,15.0,17.1,2.0
47,"Bestensee, Großer Tonteich (Körbiskruger Tonsee)",2026-06-01,15.0,15.0,21.3,2.0
47,"Bestensee, Großer Tonteich (Körbiskruger Tonsee)",2026-06-29,15.0,15.0,26.8,2.0
48,"KiEZ ""Hölzerner See"", Gräbendorf, Hölzerner See",2026-05-04,15.0,15.0,17.3,1.1
48,"KiEZ ""Hölzerner See"", Gräbendorf, Hölzerner See",2026-06-01,15.0,15.0,21.8,1.2
48,"KiEZ ""Hölzerner See"", Gräbendorf, Hölzerner See",2026-06-29,61.0,15.0,27.2,0.9
49,"Bornsdorf, Horstteich",2026-05-04,15.0,15.0,17.0,2.0
49,"Bornsdorf, Horstteich",2026-06-01,30.0,15.0,21.4,2.0
49,"Bornsdorf, Horstteich",2026-06-29,15.0,15.0,28.0,3.0
50,"Bestensee, Liegewiese, Kiessee II",2026-05-04,30.0,30.0,19.3,1.5
50,"Bestensee, Liegewiese, Kiessee II",2026-06-01,15.0,15.0,23.0,2.0
50,"Bestensee, Liegewiese, Kiessee II",2026-06-29,61.0,46.0,27.3,1.3
51,"Groß Köris OT Klein Köris, Jugendherberge, Klein Köriser See",2026-05-04,15.0,15.0,17.3,1.2
51,"Groß Köris OT Klein Köris, Jugendherberge, Klein Köriser See",2026-06-01,15.0,15.0,21.4,1.5
51,"Groß Köris OT Klein Köris, Jugendherberge, Klein Köriser See",2026-06-29,61.0,15.0,27.8,0.6
52,"Köthen, Jugendherberge, Köthener See",2026-05-04,30.0,61.0,19.0,1.0
52,"Köthen, Jugendherberge, Köthener See",2026-06-01,15.0,15.0,22.2,1.3
52,"Köthen, Jugendherberge, Köthener See",2026-06-29,46.0,15.0,28.0,0.9
53,"Königs Wusterhausen OT Neue Mühle, Krimnicksee",2026-05-04,375.0,15.0,18.8,0.8
53,"Königs Wusterhausen OT Neue Mühle, Krimnicksee",2026-06-01,46.0,15.0,21.7,1.4
53,"Königs Wusterhausen OT Neue Mühle, Krimnicksee",2026-06-29,94.0,46.0,27.8,0.6
54,"Wernsdorf, Krossinsee",2026-05-04,30.0,15.0,19.4,2.0
54,"Wernsdorf, Krossinsee",2026-06-01,46.0,15.0,22.3,1.7
54,"Wernsdorf, Krossinsee",2026-06-29,46.0,15.0,28.1,1.0
55,"Krummensee, Krummer See",2026-05-04,15.0,15.0,20.3,0.8
55,"Krummensee, Krummer See",2026-06-01,61.0,15.0,22.8,1.2
55,"Krummensee, Krummer See",2026-06-29,15.0,15.0,26.3,1.0
56,"Dolgenbrodt, Langer See",2026-05-04,15.0,15.0,19.7,1.0
56,"Dolgenbrodt, Langer See",2026-06-01,15.0,15.0,23.4,0.96
56,"Dolgenbrodt, Langer See",2026-06-29,15.0,30.0,28.6,0.7
57,"Zeuthen, Freibad, Miersdorfer See",2026-05-04,509.0,110.0,18.8,0.8
57,"Zeuthen, Freibad, Miersdorfer See",2026-06-01,15.0,15.0,23.0,1.6
57,"Zeuthen, Freibad, Miersdorfer See",2026-06-29,94.0,109.0,26.8,1.5
58,"Lamsfeld, Campingplatz, Mochowsee",2026-05-04,15.0,15.0,17.5,2.0
58,"Lamsfeld, Campingplatz, Mochowsee",2026-06-01,15.0,15.0,22.0,2.0
58,"Lamsfeld, Campingplatz, Mochowsee",2026-06-29,143.0,15.0,27.7,2.0
59,"Motzen, Motzener See",2026-05-04,15.0,15.0,19.8,1.2
59,"Motzen, Motzener See",2026-06-01,46.0,160.0,21.8,1.2
59,"Motzen, Motzener See",2026-06-29,194.0,61.0,26.5,1.5
60,"Hohenbrück, Neuendorfer See",2026-05-04,15.0,15.0,17.0,1.4
60,"Hohenbrück, Neuendorfer See",2026-06-01,15.0,15.0,21.2,1.0
60,"Hohenbrück, Neuendorfer See",2026-06-29,160.0,30.0,26.2,0.9
61,"Pätz, Pätzer Vordersee",2026-05-04,15.0,15.0,18.2,1.2
61,"Pätz, Pätzer Vordersee",2026-06-01,46.0,15.0,21.8,1.2
61,"Pätz, Pätzer Vordersee",2026-06-29,30.0,15.0,26.8,2.0
62,"Schwerin, Schweriner See",2026-05-04,15.0,15.0,19.7,0.8
62,"Schwerin, Schweriner See",2026-06-01,161.0,15.0,20.6,1.5
62,"Schwerin, Schweriner See",2026-06-29,30.0,110.0,28.4,0.7
63,"Goyatz, Schwielochsee",2026-05-04,15.0,15.0,17.6,2.0
63,"Goyatz, Schwielochsee",2026-06-01,77.0,15.0,21.8,1.3
63,"Goyatz, Schwielochsee",2026-06-29,15.0,142.0,27.8,1.0
64,"Jessern, Schwielochsee",2026-05-04,77.0,15.0,17.3,2.0
64,"Jessern, Schwielochsee",2026-06-01,61.0,15.0,21.9,1.5
64,"Jessern, Schwielochsee",2026-06-29,15.0,15.0,28.1,1.0
65,"Ressen-Zaue, Campingplatz Zaue, Schwielochsee",2026-05-04,15.0,15.0,18.0,1.5
65,"Ressen-Zaue, Campingplatz Zaue, Schwielochsee",2026-06-01,15.0,15.0,21.8,1.5
65,"Ressen-Zaue, Campingplatz Zaue, Schwielochsee",2026-06-29,15.0,46.0,26.6,0.6
66,"Naturbadestelle Lübben/Steinkirchen, Spree",2026-05-04,15.0,15.0,16.8,1.7
66,"Naturbadestelle Lübben/Steinkirchen, Spree",2026-06-01,61.0,15.0,20.3,1.6
66,"Naturbadestelle Lübben/Steinkirchen, Spree",2026-06-29,144.0,46.0,27.0,1.6
67,"Teupitz, Teupitzer See",2026-05-04,15.0,77.0,17.4,0.65
67,"Teupitz, Teupitzer See",2026-06-01,15.0,30.0,20.4,1.5
67,"Teupitz, Teupitzer See",2026-06-29,330.0,252.0,28.2,0.9
68,"Egsdorf, Teupitzer See",2026-05-04,15.0,15.0,17.0,0.7
68,"Egsdorf, Teupitzer See",2026-06-01,15.0,15.0,21.1,1.5
68,"Egsdorf, Teupitzer See",2026-06-29,215.0,330.0,27.8,0.8
69,"Bestensee, Todnitzsee",2026-05-04,15.0,15.0,18.8,1.2
69,"Bestensee, Todnitzsee",2026-06-01,15.0,144.0,22.7,1.2
69,"Bestensee, Todnitzsee",2026-06-29,15.0,92.0,27.5,1.5
70,"Groß Köris OT Klein Köris, Tonsee",2026-05-04,15.0,15.0,17.0,1.3
70,"Groß Köris OT Klein Köris, Tonsee",2026-06-01,15.0,15.0,21.2,2.0
70,"Groß Köris OT Klein Köris, Tonsee",2026-06-29,30.0,15.0,26.8,3.0
71,"Kolberg, Wolziger See",2026-05-04,30.0,438.0,19.9,2.0
71,"Kolberg, Wolziger See",2026-06-01,61.0,15.0,22.8,2.0
71,"Kolberg, Wolziger See",2026-06-29,234.0,46.0,27.0,1.2
72,"Wolzig, Wolziger See",2026-05-04,15.0,15.0,21.3,2.0
72,"Wolzig, Wolziger See",2026-06-01,30.0,15.0,21.4,2.0
72,"Wolzig, Wolziger See",2026-06-29,485.0,30.0,26.9,1.2
73,"Eichwalde, Zeuthener See",2026-05-04,15.0,15.0,19.5,0.6
73,"Eichwalde, Zeuthener See",2026-06-01,15.0,15.0,23.2,0.6
73,"Eichwalde, Zeuthener See",2026-06-29,30.0,61.0,27.4,0.6
74,"Bindow, Ziestsee",2026-05-04,15.0,15.0,19.2,2.0
74,"Bindow, Ziestsee",2026-06-01,15.0,15.0,22.2,2.0
74,"Bindow, Ziestsee",2026-06-29,61.0,30.0,28.1,2.0
76,"Woltersdorf, Zeltplatz E42, Flakensee",2026-05-04,179.0,15.0,17.3,2.0
76,"Woltersdorf, Zeltplatz E42, Flakensee",2026-06-01,30.0,15.0,19.7,2.0
76,"Woltersdorf, Zeltplatz E42, Flakensee",2026-06-30,125.0,15.0,24.3,2.0
77,"Leißnitz OT Glowe, Glower See",2026-05-05,15.0,15.0,18.0,1.2
77,"Leißnitz OT Glowe, Glower See",2026-06-02,30.0,15.0,22.7,1.2
77,"Leißnitz OT Glowe, Glower See",2026-06-30,15.0,15.0,24.4,1.3
79,"Müllrose, Freibad, Großer Müllroser See",2026-05-05,15.0,15.0,17.3,1.4
79,"Müllrose, Freibad, Großer Müllroser See",2026-06-02,30.0,3045.0,22.5,1.0
79,"Müllrose, Freibad, Großer Müllroser See",2026-06-08,15.0,15.0,22.2,1.0
79,"Müllrose, Freibad, Großer Müllroser See",2026-06-30,15.0,15.0,25.9,1.3
80,"Müllrose, Strandbad, Großer Müllroser See",2026-05-05,15.0,15.0,17.4,1.4
80,"Müllrose, Strandbad, Großer Müllroser See",2026-06-02,144.0,77.0,22.4,1.0
80,"Müllrose, Strandbad, Großer Müllroser See",2026-06-30,15.0,15.0,26.0,1.3
81,"Bremsdorf, Zeltplatz, Großer Treppelsee",2026-05-05,15.0,15.0,19.5,1.5
81,"Bremsdorf, Zeltplatz, Großer Treppelsee",2026-06-02,15.0,15.0,23.3,1.5
81,"Bremsdorf, Zeltplatz, Großer Treppelsee",2026-06-30,61.0,15.0,25.4,1.2
82,"Woltersdorf, Richard-Wagner-Straße, Kalksee",2026-05-08,15.0,15.0,15.2,2.0
