BadName;Bezirk;Profil;RSS_Name;Latitude;Longitude;ProfilLink;BadestelleLink;Dat;Sicht;Eco;Ente;Farbe;BSL;Algen;Wasserqualitaet;cb;Temp;PDFLink;PrognoseLink;Farb_ID;Bemerkung;Weitere_Hinweise;Wasserqualitaet_predict;Dat_predict;FARB_ID;Wasserqualitaet_lageso;p2_5;p50;p90;p95;p97_5;classification
Große Krampe;Treptow-Köpenick;Dahme;Große Krampe;52,389494;13,65238;"""Dahme - Große Krampe(Link zum Badegewässerprofil Große Krampe)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339117.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344326.php;04.08.2026;0,7;<15;<15;gruen.jpg;B224;;1;<300;24,2;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad8.pdf";;1;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;nicht zutreffend;;1;1;;;;;;
Große Steinlanke;Steglitz-Zehlendorf;Unterhavel;Große Steinlanke / Havel;52,450773;13,190224;"""Unterhavel - Große Steinlanke(Link zum Badegewässerprofil Unterhavel Steinlanke)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339133.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344362.php;28.07.2026;1,1;15;<15;gruen.jpg;B333;;1;<300;21,1;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad31.pdf";;1;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;nicht zutreffend;;1;1;;;;;;
Grünau, Strandbad;Treptow-Köpenick;Dahme;Strandbad Grünau;52,408983;13,607215;"""Dahme - Freibad Grünau(Link zum Badegewässerprofil Freibad Grünau)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339119.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344325.php;04.08.2026;0,8;<15;<15;gruen.jpg;B226;;1;<300;24;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad9.pdf";;1;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;nicht zutreffend;;1;1;;;;;;
Grunewaldturm;Charlottenburg-Wilmersdorf;Unterhavel;Grunewaldturm / Havel;52,482197;13,194703;"""Unterhavel - Grunewaldturm(Link zum Badegewässerprofil Unterhavel Grunewaldturm)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339131.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344359.php;28.07.2026;0,8;<15;<15;gruen_prog.jpg;B330;;11;<300;21,1;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad32.pdf";"""Erklärung zum Frühwarnsystem(Link zur Erklärung zum Frühwarnsystem)"":http://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/fruehwarnsystem-unterhavel/index.php";11;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;ausgezeichnet;2026-08-10;11;11;0,4651490087882084;1,1642266130875898;1,6213288890956272;1,7509110328128972;1,863304217386971;ausgezeichnet
Halensee, Strandbad;Charlottenburg-Wilmersdorf;Halensee;Strandbad Halensee;52,494533;13,281842;"""Halensee - Halensee(Link zum Badegewässerprofil Halensee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.468919.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.468922.php;21.07.2026;0,9;<15;<15;gruen.jpg;B930;;1;<300;22,4;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad39.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Heiligensee, Strandbad;Reinickendorf;Heiligensee;Strandbad Heiligensee;52,60045;13,212969;"""Heiligensee - Freibad Heiligensee(Link zum Badegewässerprofil Freibad Heiligensee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339147.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344335.php;05.08.2026;0,6;<15;<15;gruen.jpg;B925;;1;<300;26,4;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad10.pdf";;1;keine;Sichttiefe gering;nicht zutreffend;;1;1;;;;;;
Jungfernheide, Strandbad;Charlottenburg-Wilmersdorf;Jungfernheideteich;Strandbad Jungfernheide;52,543708;13,274666;"""Jungfernheideteich - Freibad Jungfernheide(Link zum Badegewässerprofil Freibad Jungfernheide)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339149.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344352.php;05.08.2026;>2,20;30;46;gruen.jpg;B922;;1;<300;24,2;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad11.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Kleine Badewiese;Spandau;Unterhavel;Kleine Badewiese / Havel;52,484177;13,18595;"""Unterhavel - Kleine Badewiese(Link zum Badegewässerprofil Unterhavel Kleine Badewiese)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339129.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344351.php;28.07.2026;1;<15;<15;gruen_prog.jpg;B329;;11;<300;21,7;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad33.pdf";"""Erklärung zum Frühwarnsystem(Link zur Erklärung zum Frühwarnsystem)"":http://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/fruehwarnsystem-unterhavel/index.php";11;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;ausgezeichnet;2026-08-10;11;11;0,32773232562148624;1,2740175205974378;1,89276015191048;2,0681650903304294;2,220302715573389;ausgezeichnet
Kleiner Müggelsee;Treptow-Köpenick;Großer Müggelsee;Kleiner Müggelsee;52,428217;13,677621;"""Großer Müggelsee - Kleiner Müggelsee(Link zum Badegewässerprofil Kleiner Müggelsee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.386749.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344328.php;04.08.2026;2;94;30;gruen.jpg;B112;;1;360;23,9;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad12.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Krumme Lanke;Steglitz-Zehlendorf;Grunewaldseen;Krumme Lanke;52,45219;13,232416;"""Grunewaldseen - Krumme Lanke(Link zum Badegewässerprofil Krumme Lanke)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339151.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344355.php;29.07.2026;> 1;30;<15;gruen.jpg;B950;;1;730;21,6;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad13.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Lieper Bucht;Steglitz-Zehlendorf;Unterhavel;Lieper Bucht / Havel;52,469332;13,196721;"""Unterhavel - Lieper Bucht(Link zum Badegewässerprofil Unterhavel Lieper Bucht)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339132.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344358.php;28.07.2026;1;<15;<15;gruen_prog.jpg;B331;;11;<300;21,1;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad34.pdf";"""Erklärung zum Frühwarnsystem(Link zur Erklärung zum Frühwarnsystem)"":http://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/fruehwarnsystem-unterhavel/index.php";11;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;ausgezeichnet;2026-08-10;11;11;0,17795436078125837;1,5035536072489206;2,370316365644218;2,6160315638008376;2,8291528537165824;ausgezeichnet
Lübars, Strandbad (Ziegeleisee);Reinickendorf;Ziegeleisee;Strandbad Lübars (Ziegeleisee);52,61795;13,336049;"""Ziegeleisee - Freibad Lübars Ziegeleisee (Link zum Badegewässerprofil Ziegeleisee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339148.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344336.php;05.08.2026;5,2;15;15;gruen.jpg;B926;;1;<300;24,4;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad14.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Müggelsee, Strandbad;Treptow-Köpenick;Großer Müggelsee;Strandbad Müggelsee;52,444719;13,675901;"""Großer Müggelsee - Strandbad Müggelsee(Link zum Badegewässerprofil Strandbad Müggelsee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339112.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344329.php;04.08.2026;1,4;15;<15;gruen.jpg;B116;;1;<300;22,8;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad15.pdf";;1;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;nicht zutreffend;;1;1;;;;;;
Orankesee, Strandbad;Lichtenberg;Orankesee;Strandbad Orankesee;52,549596;13,484255;"""Orankesee - Strandbad Orankesee(Link zum Badegewässerprofil Orankesee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339144.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.347246.php;05.08.2026;2;251;30;gruen.jpg;B911;;1;910;25,2;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad18.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Plötzensee, Strandbad;Mitte;Plötzensee;Strandbad Plötzensee;52,543601;13,32923;"""Plötzensee - Freibad Plötzensee(Link zum Badegewässerprofil Freibad Plötzensee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339145.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344353.php;05.08.2026;0,9;15;574;gruen.jpg;B915;;1;<300;24;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad19.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Radfahrerwiese;Steglitz-Zehlendorf;Unterhavel;Radfahrerwiese / Havel;52,458612;13,189634;"""Unterhavel - Radfahrerwiese(Link zum Badegewässerprofil Unterhavel Radfahrerwiese)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339135.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344357.php;28.07.2026;1,1;<15;<15;gruen_prog.jpg;B336;;11;<300;21;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad35.pdf";"""Erklärung zum Frühwarnsystem(Link zur Erklärung zum Frühwarnsystem)"":http://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/fruehwarnsystem-unterhavel/index.php";11;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;ausgezeichnet;2026-08-10;11;11;0,5400681166141985;1,1941102385030724;1,6217653953581594;1,7429996899694014;1,848152360391946;ausgezeichnet
Sandhauser Straße;Reinickendorf;Oberhavel;Sandhauser Straße / Havel;52,594572;13,220866;"""Oberhavel - Sandhauser Straße(Link zum Badegewässerprofil Sandhauser Staße)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339122.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344341.php;27.07.2026;0,8;15;<15;gruen.jpg;B302;;1;<300;21,4;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad17.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Schlachtensee;Steglitz-Zehlendorf;Grunewaldseen;Schlachtensee;52,443358;13,217128;"""Grunewaldseen - Schlachtensee(Link zum Badegewässerprofil Schlachtensee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339152.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344356.php;29.07.2026;> 1;<15;<15;gruen.jpg;B955;;1;<300;21,8;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad20.pdf";;1;keine;Hinweise auf Zerkarien;nicht zutreffend;;1;1;;;;;;
Schmöckwitz;Treptow-Köpenick;Dahme;Schmöckwitz;52,373237;13,653285;"""Dahme - Schmöckwitz(Link zum Badegewässerprofil Dahme Schmöckwitz)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339114.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344331.php;04.08.2026;0,5;<15;<15;gruen.jpg;B215;;1;<300;23,3;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad21.pdf";;1;keine;Blaualgen trüben das Wasser und schränken die Sichttiefe ein.;nicht zutreffend;;1;1;;;;;;
Seddinsee;Treptow-Köpenick;Dahme;Seddinsee;52,387203;13,685492;"""Dahme - Seddinsee(Link zum Badegewässerprofil Dahme Seddinsee)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339116.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344332.php;04.08.2026;1,2;<15;<15;gruen.jpg;B220;;1;<300;23,8;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad22.pdf";;1;keine;Blaualgenmassenentwicklungen im Hoch- und Spätsommer möglich;nicht zutreffend;;1;1;;;;;;
Tegeler See, Strandbad;Reinickendorf;Tegeler See;Strandbad Tegeler See;52,577838;13,245277;"""Tegler See - Freibad Tegeler See(Link zum Badegewässerprofil Freibad Tegeler See)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339124.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344343.php;27.07.2026;2,8;<15;<15;gruen.jpg;B309;;1;<300;20,4;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad23.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Tegeler See, gegenüber Reiswerder;Reinickendorf;Tegeler See;gegenüber Reiswerder / Tegeler See;52,568188;13,256018;"""Tegler See - gegenüber Reiswerder(Link zum Badegewässerprofil Tegeler See gegenüber Reiserwerder)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339126.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344345.php;27.07.2026;1,6;15;<15;gruen.jpg;B312;;1;<300;20,6;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad24.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Tegeler See, gegenüber Scharfenberg;Reinickendorf;Tegeler See;gegenüber Scharfenberg / Tegeler See;52,575719;13,244252;"""Tegler See - gegenüber Scharfenberg(Link zum Badegewässerprofil Tegeler See gegenüber Scharfenberg)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339125.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344348.php;27.07.2026;1,5;<15;<15;gruen.jpg;B311;;1;<300;21,4;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad25.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Tegeler See, Reiherwerder;Reinickendorf;Tegeler See;Reiherwerder / Tegeler See;52,585638;13,255193;"""Tegler See - Reiherwerder(Link zum Badegewässerprofil Tegeler See  Reiherwerder)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339128.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344344.php;27.07.2026;2,8;<15;<15;gruen.jpg;B314;;1;<300;21,2;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad26.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
Tegeler See, Saatwinkel;Reinickendorf;Tegeler See;Saatwinkel / Tegeler See;52,56216;13,246842;"""Tegler See - Saatwinkel(Link zum Badegewässerprofil Tegeler See Saatwinkel)"":/lageso/gesundheit/gesundheitsschutz/badegewaesser/badegewaesserprofile/artikel.339127.php";https://www.berlin.de/lageso/gesundheit/gesundheitsschutz/badegewaesser/badestellen/artikel.344349.php;27.07.2026;1,4;15;<15;gruen.jpg;B313;;1;<300;20,3;"""Alle Probeentnamen der aktuellen Saison für diese Badestelle(Link zur PDF-Datei mit allen Probeentnamen der aktuellen Saison)"":https://data.lageso.de/lageso/baden/bad27.pdf";;1;keine;keine;nicht zutreffend;;1;1;;;;;;
